,True 20,True 21,True 22,True 23,True 24,True 25,True 26,True 27,True 28,True 29,True 30,True 31,True 32,True 33,True 34,True 35,True 36,True 37,True 38,True 39,True 40,True 41,True 42,True 43,True 44,True 45,True 46,True 47
387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,470.0,250.0,234.66666666666666,234.66666666666666,234.66666666666666,234.66666666666666,234.66666666666666,234.66666666666666,234.66666666666666,234.66666666666666,234.66666666666666,234.66666666666666,234.66666666666666,188.5,188.5,188.5,188.5,188.5,188.5
388,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,750.0,750.0,750.0,546.6666666666666,546.6666666666666,546.6666666666666,546.6666666666666,546.6666666666666,546.6666666666666,546.6666666666666,546.6666666666666,546.6666666666666,546.6666666666666,546.6666666666666,546.6666666666666,546.6666666666666,546.6666666666666
389,0.0,0.0,0.0,0.0,0.0,226.0,226.0,226.0,226.0,226.0,738.0,738.0,738.0,738.0,738.0,738.0,738.0,738.0,738.0,738.0,738.0,738.0,738.0,738.0,738.0,738.0,738.0,508.6666666666667
390,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,305.0,305.0,305.0,305.0,305.0,305.0,305.0,305.0,305.0,305.0,305.0,290.6666666666667,290.6666666666667,290.6666666666667,290.6666666666667,290.6666666666667,290.6666666666667
391,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,550.0,550.0,550.0,550.0,550.0,370.0,370.0,370.0,370.0,370.0,370.0,370.0,370.0,370.0,370.0,370.0,370.0
392,0.0,0.0,0.0,0.0,0.0,479.0,479.0,479.0,479.0,479.0,479.0,479.0,479.0,479.0,479.0,479.0,479.0,479.0,340.0,340.0,340.0,340.0,340.0,340.0,340.0,340.0,586.3333333333334,586.3333333333334
393,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,823.5,823.5,823.5,823.5,823.5,823.5,823.5,823.5,823.5,823.5,823.5,823.5,615.6666666666666,615.6666666666666,615.6666666666666,615.6666666666666,615.6666666666666,615.6666666666666
394,482.0,482.0,482.0,482.0,482.0,482.0,482.0,482.0,482.0,482.0,482.0,482.0,291.0,291.0,291.0,291.0,291.0,291.0,403.6666666666667,403.6666666666667,403.6666666666667,403.6666666666667,403.6666666666667,403.6666666666667,403.6666666666667,403.6666666666667,403.6666666666667,403.6666666666667
395,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,157.72,157.72,157.72,157.72,115.14666666666666,115.14666666666666,115.14666666666666,115.14666666666666,115.14666666666666,115.14666666666666,115.14666666666666,115.14666666666666,115.14666666666666,115.14666666666666,115.14666666666666,115.14666666666666,115.14666666666666,115.14666666666666
396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,58.0,58.0,58.0,58.0,192.0,192.0,192.0,192.0,192.0,192.0,192.0,192.0,192.0,192.0,192.0,192.0
397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,742.75,742.75,742.75,613.39,613.39,613.39,613.39,613.39,613.39,613.39,613.39,613.39,613.39,613.39,613.39,613.39,613.39
398,721.5,721.5,721.5,721.5,721.5,460.25,460.25,460.25,460.25,460.25,460.25,460.25,460.25,460.25,638.5,638.5,638.5,638.5,638.5,638.5,638.5,638.5,638.5,638.5,638.5,638.5,638.5,638.5
399,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,247.5,247.5,247.5,247.5,247.5,172.25333333333333,172.25333333333333,172.25333333333333,172.25333333333333,172.25333333333333,172.25333333333333,172.25333333333333,172.25333333333333,172.25333333333333,172.25333333333333,172.25333333333333,172.25333333333333
400,0.0,0.0,0.0,0.0,0.0,477.0,477.0,477.0,477.0,383.775,383.775,383.775,383.775,383.775,320.18333333333334,320.18333333333334,320.18333333333334,320.18333333333334,320.18333333333334,320.18333333333334,320.18333333333334,320.18333333333334,320.18333333333334,320.18333333333334,320.18333333333334,320.18333333333334,320.18333333333334,320.18333333333334
401,700.0,700.0,700.0,700.0,700.0,700.0,700.0,700.0,700.0,700.0,700.0,700.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,500.0,500.0,500.0,500.0,500.0,500.0
402,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,159.5,159.5,159.5,159.5,159.5,159.5,206.33333333333334,206.33333333333334,206.33333333333334,206.33333333333334,206.33333333333334,206.33333333333334,206.33333333333334,206.33333333333334,206.33333333333334,206.33333333333334
403,745.0,745.0,745.0,745.0,745.0,745.0,745.0,745.0,745.0,745.0,745.0,428.0,428.0,428.0,288.6666666666667,288.6666666666667,288.6666666666667,288.6666666666667,288.6666666666667,288.6666666666667,288.6666666666667,288.6666666666667,288.6666666666667,288.6666666666667,288.6666666666667,288.6666666666667,288.6666666666667,288.6666666666667
404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,130.0,130.0,104.75999999999999,104.75999999999999,104.75999999999999,104.75999999999999,104.75999999999999,104.75999999999999,104.75999999999999,104.75999999999999,104.75999999999999,104.75999999999999
405,0.0,0.0,0.0,0.0,0.0,500.0,500.0,500.0,500.0,500.0,326.0,326.0,326.0,326.0,326.0,326.0,326.0,326.0,326.0,326.0,326.0,326.0,289.0,289.0,289.0,289.0,289.0,289.0
406,108.0,108.0,108.0,108.0,108.0,108.0,108.0,108.0,108.0,108.0,108.0,554.0,554.0,554.0,402.0,402.0,402.0,402.0,402.0,402.0,402.0,402.0,402.0,402.0,402.0,402.0,402.0,402.0
407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,150.0,150.0,133.33333333333334,133.33333333333334,133.33333333333334,133.33333333333334,133.33333333333334,133.33333333333334,133.33333333333334,133.33333333333334,133.33333333333334,133.33333333333334,133.33333333333334,133.33333333333334,133.33333333333334,133.33333333333334
408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,30.0,30.0,30.0,115.0,115.0,115.0,115.0,115.0,115.0,115.0,115.0,115.0,115.0,115.0,115.0,115.0,126.33333333333333
409,0.0,0.0,0.0,0.0,0.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,361.5,361.5,361.5,361.5,361.5,326.71666666666664,326.71666666666664,326.71666666666664,326.71666666666664,326.71666666666664,326.71666666666664,326.71666666666664,326.71666666666664
410,1037.0,1037.0,1037.0,1037.0,1037.0,1037.0,1037.0,1037.0,1037.0,1037.0,568.5,568.5,568.5,568.5,568.5,568.5,568.5,568.5,568.5,568.5,568.5,568.5,464.0,464.0,464.0,464.0,464.0,464.0
411,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,139.5,139.5,139.5,139.5,139.5,139.5,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0
412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,708.0,708.0,708.0,708.0,478.6666666666667,478.6666666666667,478.6666666666667,478.6666666666667,478.6666666666667,478.6666666666667,478.6666666666667,478.6666666666667,478.6666666666667,478.6666666666667,478.6666666666667,478.6666666666667,478.6666666666667,478.6666666666667
413,291.36,291.36,291.36,291.36,291.36,291.36,291.36,291.36,291.36,291.36,291.36,291.36,291.36,291.36,473.43,473.43,473.43,473.43,473.43,473.43,473.43,473.43,637.9533333333334,637.9533333333334,637.9533333333334,637.9533333333334,637.9533333333334,637.9533333333334
414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,360.0,360.0,197.5,197.5,197.5,221.66666666666666,221.66666666666666,221.66666666666666,221.66666666666666,221.66666666666666,221.66666666666666,221.66666666666666,221.66666666666666,221.66666666666666,221.66666666666666,221.66666666666666,221.66666666666666,221.66666666666666,221.66666666666666
415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,245.0,192.5,192.5,192.5,389.71999999999997,389.71999999999997,389.71999999999997,389.71999999999997,389.71999999999997,389.71999999999997,389.71999999999997,389.71999999999997,389.71999999999997,389.71999999999997,389.71999999999997,389.71999999999997,389.71999999999997,389.71999999999997
416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,173.5,173.5,173.5,173.5,159.0,159.0,159.0,159.0,159.0,159.0,261.25,261.25,261.25,261.25,261.25,261.25,261.25,261.25
417,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,130.0,130.0,130.0,130.0,520.0,520.0,520.0,520.0,520.0,520.0,520.0,520.0,520.0,520.0,520.0,520.0
418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,500.0,500.0,500.0,301.0,301.0,288.0,288.0,288.0,288.0,288.0,288.0,288.0,288.0,288.0,288.0,288.0,288.0
419,185.0,185.0,185.0,185.0,185.0,185.0,185.0,185.0,185.0,185.0,192.5,192.5,192.5,192.5,192.5,192.5,192.5,192.5,192.5,192.5,192.5,192.5,192.5,192.5,192.5,192.5,192.5,392.3333333333333
420,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,933.5,933.5,933.5,933.5,639.0,639.0,639.0,639.0,639.0,639.0
421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,150.0,150.0,150.0,727.0,727.0,727.0,727.0,727.0,727.0,618.0,618.0,618.0,618.0,618.0,618.0
422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,637.975,637.975,637.975,637.975,637.975,637.975,561.9833333333333,561.9833333333333,561.9833333333333,561.9833333333333,561.9833333333333,561.9833333333333,561.9833333333333,561.9833333333333,561.9833333333333,561.9833333333333,561.9833333333333,561.9833333333333
423,600.0,600.0,600.0,600.0,600.0,742.5,742.5,742.5,742.5,742.5,742.5,742.5,742.5,742.5,742.5,511.6666666666667,511.6666666666667,511.6666666666667,511.6666666666667,511.6666666666667,511.6666666666667,511.6666666666667,511.6666666666667,511.6666666666667,511.6666666666667,511.6666666666667,511.6666666666667,511.6666666666667
424,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,105.66666666666667,105.66666666666667,105.66666666666667,105.66666666666667,105.66666666666667,105.66666666666667,105.66666666666667,105.66666666666667,105.66666666666667,105.66666666666667,105.66666666666667,105.66666666666667,105.66666666666667,105.66666666666667
425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,85.0,85.0,85.0,85.0,85.0,90.0
426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,469.0,584.0,584.0,584.0,584.0,451.3333333333333,451.3333333333333,451.3333333333333,451.3333333333333,451.3333333333333,451.3333333333333,451.3333333333333,451.3333333333333,451.3333333333333,451.3333333333333,451.3333333333333,451.3333333333333,451.3333333333333
427,0.0,0.0,0.0,0.0,0.0,369.68,369.68,369.68,369.68,369.68,369.68,369.68,285.84000000000003,285.84000000000003,525.1433333333333,525.1433333333333,525.1433333333333,525.1433333333333,525.1433333333333,525.1433333333333,525.1433333333333,525.1433333333333,525.1433333333333,525.1433333333333,525.1433333333333,525.1433333333333,525.1433333333333,525.1433333333333
428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.0,232.0,232.0,232.0,232.0,232.0,232.0,336.6666666666667,336.6666666666667,336.6666666666667,336.6666666666667,336.6666666666667,336.6666666666667,336.6666666666667,336.6666666666667,336.6666666666667,336.6666666666667
429,149.0,149.0,149.0,149.0,149.0,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.66666666666667,99.66666666666667,99.66666666666667,114.5,114.5,114.5,114.5,114.5,114.5,114.5,114.5,114.5,114.5,114.5,114.5,114.5
430,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,290.0,246.0,246.0,230.66666666666666,230.66666666666666,230.66666666666666,230.66666666666666,473.0,473.0,473.0,473.0,473.0,473.0,473.0,473.0,473.0,473.0
431,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,536.25,407.1666666666667,407.1666666666667,407.1666666666667,407.1666666666667,407.1666666666667,407.1666666666667,407.1666666666667,407.1666666666667,407.1666666666667,407.1666666666667,407.1666666666667,407.1666666666667,407.1666666666667,407.1666666666667
432,635.0,635.0,635.0,635.0,635.0,635.0,635.0,635.0,635.0,635.0,635.0,635.0,635.0,635.0,635.0,635.0,635.0,635.0,635.0,635.0,635.0,635.0,635.0,635.0,635.0,635.0,621.6666666666666,621.6666666666666
433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,571.0,535.5,535.5,535.5,535.5,535.5,535.5,535.5,535.5,535.5,535.5,535.5,535.5,535.5,535.5,535.5,440.3333333333333,440.3333333333333
434,899.0,899.0,899.0,899.0,899.0,899.0,899.0,899.0,899.0,899.0,899.0,607.73,607.73,607.73,607.73,607.73,473.15333333333336,473.15333333333336,473.15333333333336,473.15333333333336,473.15333333333336,473.15333333333336,473.15333333333336,473.15333333333336,473.15333333333336,473.15333333333336,473.15333333333336,473.15333333333336
435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,457.0,457.0,457.0,316.09000000000003,316.09000000000003,316.09000000000003,316.09000000000003,498.06,498.06,498.06,498.06,498.06,498.06,498.06,498.06,498.06,498.06
436,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,377.0,377.0,377.0,377.0,377.0,377.0,377.0,377.0,377.0,377.0,377.0,377.0,377.0,377.0,339.3333333333333,339.3333333333333
437,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,280.0,280.0,280.0,280.0,286.6666666666667,286.6666666666667,286.6666666666667,286.6666666666667,286.6666666666667,286.6666666666667,286.6666666666667,286.6666666666667,286.6666666666667,286.6666666666667,286.6666666666667,286.6666666666667
438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,42.0,42.0,42.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,59.71666666666667
439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,620.0,620.0,620.0,620.0,620.0,620.0,620.0,620.0,620.0,620.0,620.0,620.0,620.0,620.0,620.0,620.0,687.075,687.075
440,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,430.0,430.0,430.0,430.0,430.0,430.0,430.0,430.0,430.0,430.0,345.5,345.5,345.5,345.5,345.5,345.5
441,100.0,100.0,100.0,100.0,100.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,306.3333333333333,306.3333333333333,306.3333333333333,306.3333333333333,306.3333333333333,306.3333333333333,306.3333333333333,306.3333333333333,306.3333333333333,306.3333333333333,306.3333333333333,306.3333333333333,306.3333333333333,306.3333333333333
442,125.31,125.31,125.31,125.31,125.31,125.31,125.31,125.31,125.31,125.31,125.31,125.31,520.155,520.155,520.155,520.155,520.155,520.155,520.155,520.155,520.155,520.155,520.155,520.155,520.155,520.155,520.155,589.4366666666666
443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,300.0,300.0,300.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,279.0,279.0
444,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,169.0,206.0,206.0,206.0,206.0,206.0,206.0,206.0,206.0,206.0,206.0,206.0,206.0,206.0,206.0
445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,52.5,52.5,118.33333333333333,118.33333333333333,118.33333333333333,118.33333333333333,118.33333333333333,118.33333333333333,118.33333333333333,118.33333333333333,118.33333333333333,93.75,93.75,93.75,93.75,93.75,93.75
446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.5,62.5,62.5,62.5,62.5,62.5,62.5,62.5,62.5,62.5,256.3333333333333,256.3333333333333,256.3333333333333,256.3333333333333,256.3333333333333,256.3333333333333
447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,900.0,516.5,516.5,516.5,516.5,516.5,361.0,361.0,361.0,361.0,361.0,361.0,361.0,361.0,361.0,361.0
448,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,149.0,149.0,149.0,149.0,149.0,149.0,149.0,149.0,149.0,149.0,149.0,149.0,117.66666666666667,117.66666666666667,117.66666666666667,117.66666666666667,117.66666666666667,117.66666666666667
449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,381.8,265.4,265.4,265.4,265.4,265.4,265.4,265.4,265.4,265.4,265.4,265.4,265.4,413.59999999999997,413.59999999999997
450,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,198.0,154.0,154.0,154.0,218.66666666666666,218.66666666666666,218.66666666666666,218.66666666666666,218.66666666666666,218.66666666666666,218.66666666666666,218.66666666666666,218.66666666666666,218.66666666666666,218.66666666666666,218.66666666666666,218.66666666666666
451,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,411.0,411.0,411.0,411.0,411.0,377.3333333333333,377.3333333333333,377.3333333333333,377.3333333333333,377.3333333333333,377.3333333333333,377.3333333333333,377.3333333333333,377.3333333333333,377.3333333333333,377.3333333333333,377.3333333333333,377.3333333333333,377.3333333333333
452,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,216.58499999999998,216.58499999999998,216.58499999999998,216.58499999999998,216.58499999999998,216.58499999999998,216.58499999999998,216.58499999999998,216.58499999999998,216.58499999999998,216.58499999999998,216.58499999999998,216.58499999999998,280.39,280.39,280.39,280.39,280.39,280.39
453,395.0,395.0,395.0,395.0,395.0,395.0,395.0,395.0,395.0,395.0,395.0,395.0,292.83,292.83,295.55333333333334,295.55333333333334,295.55333333333334,295.55333333333334,295.55333333333334,295.55333333333334,295.55333333333334,295.55333333333334,295.55333333333334,295.55333333333334,295.55333333333334,295.55333333333334,295.55333333333334,295.55333333333334
454,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,229.0,229.0,229.0,229.0,229.0,229.0,229.0,229.0,229.0,229.0,229.0,229.0,229.0,171.0
455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,196.5,196.5,196.5,196.5,196.5,196.5,196.5,214.0,214.0,214.0,214.0,214.0,214.0,214.0,214.0,214.0,214.0
456,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,310.0,310.0,310.0,310.0,265.0,265.0,265.0,265.0,265.0,265.0,265.0,265.0,265.0,265.0
457,1250.0,1250.0,1250.0,1250.0,1250.0,1250.0,1250.0,1250.0,1250.0,1250.0,1250.0,799.5,799.5,799.5,579.6666666666666,579.6666666666666,579.6666666666666,579.6666666666666,579.6666666666666,579.6666666666666,579.6666666666666,579.6666666666666,579.6666666666666,579.6666666666666,579.6666666666666,579.6666666666666,579.6666666666666,579.6666666666666
458,260.0,260.0,260.0,260.0,260.0,260.0,260.0,260.0,260.0,260.0,387.5,387.5,387.5,387.5,387.5,387.5,428.0,428.0,428.0,428.0,428.0,428.0,428.0,428.0,428.0,428.0,428.0,428.0
459,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,331.5,331.5,331.5,331.5,331.5,331.5,331.5,254.33333333333334,254.33333333333334,254.33333333333334,254.33333333333334,254.33333333333334,254.33333333333334,254.33333333333334,254.33333333333334,254.33333333333334,254.33333333333334
460,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,547.5,547.5,547.5,547.5,547.5,398.3333333333333,398.3333333333333,398.3333333333333,398.3333333333333,398.3333333333333,398.3333333333333,398.3333333333333,398.3333333333333,398.3333333333333,398.3333333333333,398.3333333333333,398.3333333333333
461,330.0,330.0,330.0,330.0,330.0,330.0,330.0,330.0,330.0,330.0,330.0,264.5,264.5,264.5,264.5,264.5,264.5,264.5,264.5,264.5,264.5,264.5,264.5,264.5,264.5,264.5,293.1666666666667,293.1666666666667
462,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,109.5,109.5,109.5,109.5,109.5,109.5,109.5,109.5,109.5,109.5,109.5,109.5,109.5,266.3333333333333
463,0.0,0.0,0.0,0.0,0.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,69.0,69.0,69.0,69.0,69.0,69.0,69.0,69.0,69.0,69.0,191.0,191.0,191.0,191.0,191.0,191.0
464,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,578.76,578.76,578.76,578.76,578.76,578.76,578.76,578.76,578.76,578.76,578.76,578.76,578.76,578.76,578.76,525.6666666666666,525.6666666666666
465,1089.0,1089.0,1089.0,1089.0,1089.0,1089.0,1089.0,1089.0,1089.0,1089.0,832.99,832.99,832.99,832.99,832.99,832.99,832.99,832.99,832.99,832.99,832.99,832.99,621.9933333333333,621.9933333333333,621.9933333333333,621.9933333333333,621.9933333333333,621.9933333333333
466,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,487.5,487.5,487.5,487.5,487.5,487.5,487.5,487.5,487.5,358.7166666666667
467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,375.0,375.0,258.6666666666667,258.6666666666667,258.6666666666667,258.6666666666667,258.6666666666667,258.6666666666667,258.6666666666667,258.6666666666667,258.6666666666667,258.6666666666667,258.6666666666667,258.6666666666667,258.6666666666667,258.6666666666667
468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1219.0,1219.0,806.0,806.0,604.0,604.0,604.0,604.0,604.0,604.0,604.0,604.0,604.0,604.0,604.0,604.0,604.0,604.0
469,407.3333333333333,407.3333333333333,407.3333333333333,407.3333333333333,407.3333333333333,407.3333333333333,407.3333333333333,407.3333333333333,407.3333333333333,407.3333333333333,407.3333333333333,407.3333333333333,407.3333333333333,407.3333333333333,407.3333333333333,407.3333333333333,317.5,317.5,317.5,317.5,317.5,317.5,317.5,317.5,317.5,317.5,317.5,317.5
470,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,165.5,165.5,165.5,165.5,165.5,160.33333333333334
471,574.0,574.0,574.0,574.0,574.0,574.0,574.0,574.0,574.0,574.0,574.0,574.0,312.0,312.0,417.3333333333333,417.3333333333333,417.3333333333333,417.3333333333333,417.3333333333333,417.3333333333333,417.3333333333333,417.3333333333333,417.3333333333333,417.3333333333333,417.3333333333333,417.3333333333333,417.3333333333333,417.3333333333333
472,347.0,347.0,347.0,347.0,347.0,347.0,347.0,347.0,347.0,347.0,347.0,347.0,347.0,347.0,347.0,347.0,347.0,347.0,286.0,286.0,286.0,286.0,286.0,286.0,286.0,286.0,286.0,286.0
473,500.0,500.0,500.0,500.0,500.0,285.625,285.625,285.625,285.625,285.625,285.625,285.625,285.625,285.625,285.625,285.625,285.625,285.625,193.75,193.75,193.75,193.75,193.75,193.75,193.75,193.75,193.75,193.75
474,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,475.0,475.0,475.0,475.0,475.0,475.0,475.0,475.0,429.09,429.09
475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,300.0,399.5,399.5,399.5,399.5,399.5,399.5,399.5,399.5,399.5,399.5,283.0,283.0,283.0,283.0,283.0,283.0
476,0.0,0.0,0.0,0.0,0.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,357.0,357.0,357.0,357.0,326.3333333333333,326.3333333333333,326.3333333333333,326.3333333333333,326.3333333333333,326.3333333333333
477,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,423.3333333333333,423.3333333333333,423.3333333333333,423.3333333333333,423.3333333333333,423.3333333333333,423.3333333333333,423.3333333333333,423.3333333333333,423.3333333333333
478,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,384.6666666666667,384.6666666666667,384.6666666666667,384.6666666666667,384.6666666666667,384.6666666666667
479,186.0,186.0,186.0,186.0,186.0,156.0,156.0,156.0,156.0,156.0,156.0,156.0,156.0,156.0,156.0,156.0,156.0,156.0,156.0,156.0,156.0,156.0,157.33333333333334,157.33333333333334,157.33333333333334,157.33333333333334,157.33333333333334,157.33333333333334
480,0.0,0.0,0.0,0.0,0.0,155.5,155.5,155.5,155.5,155.5,155.5,155.5,155.5,155.5,155.5,155.5,102.75,102.75,102.75,102.75,102.75,102.75,226.23333333333335,226.23333333333335,226.23333333333335,226.23333333333335,226.23333333333335,226.23333333333335
481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,375.0,375.0,257.5,257.5,257.5,257.5,179.66666666666666,179.66666666666666,179.66666666666666,179.66666666666666,179.66666666666666,179.66666666666666,179.66666666666666,179.66666666666666,179.66666666666666,179.66666666666666,179.66666666666666,179.66666666666666
482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,352.0,186.0,186.0,186.0,212.0,212.0,212.0,212.0,212.0,212.0,212.0,212.0,212.0,212.0,212.0,212.0,212.0
483,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,103.33333333333333,103.33333333333333,103.33333333333333,103.33333333333333,103.33333333333333,103.33333333333333
484,0.0,0.0,0.0,0.0,0.0,21.0,21.0,21.0,21.0,510.5,510.5,510.5,510.5,510.5,510.5,510.5,510.5,510.5,510.5,510.5,510.5,510.5,641.3333333333334,641.3333333333334,641.3333333333334,641.3333333333334,641.3333333333334,641.3333333333334
485,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,100.0,100.0,100.0,100.0,124.0,124.0,124.0,124.0,124.0,124.0
486,605.0,605.0,605.0,605.0,605.0,605.0,605.0,605.0,605.0,605.0,605.0,605.0,605.0,605.0,605.0,605.0,605.0,605.0,605.0,605.0,605.0,605.0,418.0,418.0,418.0,418.0,418.0,418.0
487,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,278.5,278.5,278.5,278.5,278.5,278.5,278.5,278.5,336.3333333333333,336.3333333333333,336.3333333333333,336.3333333333333,336.3333333333333,336.3333333333333
