,a,customer_id,CustomerID,OrderDate,quantity,ItemProfit,WeekID,DayID
401,6604.0,22503.0,2251.0,1997-03-22,1.0,15.76,11,80
402,6605.0,22648.0,2252.0,1997-03-22,2.0,28.73,11,80
403,6606.0,22648.0,2252.0,1997-03-22,1.0,13.77,11,80
404,6607.0,22648.0,2252.0,1997-03-22,1.0,13.77,11,80
405,6608.0,22648.0,2252.0,1997-03-22,1.0,16.36,11,80
406,6613.0,22659.0,2254.0,1997-03-22,4.0,47.48,11,80
407,6616.0,22673.0,2255.0,1997-03-22,1.0,13.97,11,80
408,6617.0,22690.0,2256.0,1997-03-22,2.0,15.76,11,80
409,6618.0,22715.0,2257.0,1997-03-22,3.0,44.13,11,80
410,6619.0,22728.0,2258.0,1997-03-22,1.0,14.96,11,80
411,6620.0,22728.0,2258.0,1997-03-22,1.0,13.97,11,80
412,6621.0,22728.0,2258.0,1997-03-22,1.0,14.96,11,80
413,6622.0,22728.0,2258.0,1997-03-22,1.0,14.79,11,80
414,6623.0,22728.0,2258.0,1997-03-22,1.0,13.77,11,80
415,6624.0,22738.0,2259.0,1997-03-22,3.0,43.11,11,80
416,6644.0,22761.0,2262.0,1997-03-22,2.0,36.76,11,80
417,6655.0,22791.0,2265.0,1997-03-22,1.0,13.97,11,80
418,6660.0,22807.0,2266.0,1997-03-22,1.0,11.77,11,80
419,6663.0,22835.0,2268.0,1997-03-22,1.0,19.99,11,80
420,6664.0,22853.0,2269.0,1997-03-22,1.0,12.9,11,80
421,6665.0,22867.0,2270.0,1997-03-22,1.0,24.99,11,80
422,205.0,1012.0,79.0,1997-05-03,3.0,32.51,17,122
423,2161.0,7772.0,739.0,1997-05-03,1.0,12.49,17,122
424,3727.0,13128.0,1264.0,1997-05-03,1.0,11.97,17,122
425,4258.0,14880.0,1449.0,1997-05-03,2.0,26.54,17,122
426,6204.0,21244.0,2106.0,1997-05-03,2.0,21.95,17,122
427,209.0,1035.0,82.0,1997-02-26,3.0,42.09,8,56
428,1128.0,4090.0,376.0,1997-02-26,1.0,13.77,8,56
429,2075.0,7449.0,707.0,1997-02-26,2.0,37.75,8,56
430,2246.0,8143.0,770.0,1997-02-26,2.0,27.94,8,56
431,3110.0,11314.0,1084.0,1997-02-26,1.0,15.36,8,56
432,3969.0,13924.0,1351.0,1997-02-26,1.0,14.37,8,56
433,4348.0,14689.0,1479.0,1997-02-26,1.0,17.3,8,56
434,4552.0,13177.0,1541.0,1997-02-26,1.0,11.77,8,56
435,4566.0,15823.0,1545.0,1997-02-26,1.0,17.0,8,56
436,4567.0,15827.0,1546.0,1997-02-26,1.0,14.96,8,56
437,4576.0,15839.0,1548.0,1997-02-26,1.0,11.77,8,56
438,4577.0,15839.0,1548.0,1997-02-26,1.0,25.0,8,56
439,4578.0,15856.0,1549.0,1997-02-26,2.0,24.26,8,56
440,4580.0,15861.0,1550.0,1997-02-26,3.0,39.11,8,56
441,4582.0,15878.0,1551.0,1997-02-26,1.0,14.96,8,56
442,4589.0,15880.0,1552.0,1997-02-26,1.0,19.77,8,56
443,4592.0,15883.0,1553.0,1997-02-26,1.0,14.96,8,56
444,4593.0,15902.0,1554.0,1997-02-26,1.0,10.77,8,56
445,4595.0,15914.0,1555.0,1997-02-26,1.0,14.96,8,56
446,4597.0,15927.0,1556.0,1997-02-26,1.0,9.98,8,56
447,4603.0,15933.0,1558.0,1997-02-26,1.0,11.77,8,56
448,4605.0,15948.0,1559.0,1997-02-26,1.0,17.36,8,56
449,4620.0,15963.0,1561.0,1997-02-26,1.0,15.36,8,56
450,4621.0,15979.0,1562.0,1997-02-26,1.0,5.96,8,56
451,4622.0,15997.0,1563.0,1997-02-26,1.0,21.97,8,56
452,4623.0,16011.0,1564.0,1997-02-26,1.0,14.96,8,56
453,4625.0,16041.0,1566.0,1997-02-26,1.0,13.97,8,56
454,4626.0,16042.0,1567.0,1997-02-26,1.0,10.77,8,56
455,4634.0,16075.0,1570.0,1997-02-26,1.0,11.77,8,56
456,4635.0,16087.0,1571.0,1997-02-26,1.0,15.36,8,56
457,4643.0,16108.0,1573.0,1997-02-26,1.0,11.77,8,56
458,4646.0,16112.0,1574.0,1997-02-26,1.0,14.37,8,56
459,247.0,1158.0,91.0,1997-08-26,1.0,14.99,33,237
460,4629.0,16042.0,1567.0,1997-08-26,2.0,27.73,33,237
461,275.0,1252.0,100.0,1997-06-21,2.0,26.22,24,171
462,1060.0,3660.0,339.0,1997-06-21,1.0,9.77,24,171
463,1827.0,2550.0,612.0,1997-06-21,1.0,11.77,24,171
464,4353.0,15189.0,1482.0,1997-06-21,1.0,11.77,24,171
465,5913.0,20155.0,1987.0,1997-06-21,1.0,11.97,24,171
466,286.0,1115.0,102.0,1997-01-06,1.0,19.99,0,5
467,287.0,1265.0,103.0,1997-01-06,4.0,34.74,0,5
468,288.0,1280.0,104.0,1997-01-06,1.0,22.7,0,5
469,294.0,1317.0,108.0,1997-01-06,2.0,32.98,0,5
470,295.0,1322.0,109.0,1997-01-06,2.0,27.13,0,5
471,297.0,1333.0,110.0,1997-01-06,3.0,42.49,0,5
472,299.0,1343.0,111.0,1997-01-06,1.0,9.97,0,5
473,303.0,1365.0,113.0,1997-01-06,1.0,11.77,0,5
474,304.0,1377.0,114.0,1997-01-06,1.0,14.37,0,5
475,306.0,1380.0,115.0,1997-01-06,2.0,29.33,0,5
476,307.0,1393.0,116.0,1997-01-06,1.0,8.77,0,5
477,311.0,1395.0,117.0,1997-01-06,1.0,8.77,0,5
478,312.0,1420.0,118.0,1997-01-06,1.0,11.77,0,5
479,313.0,1433.0,119.0,1997-01-06,1.0,9.98,0,5
480,314.0,1446.0,120.0,1997-01-06,1.0,19.77,0,5
481,315.0,1480.0,121.0,1997-01-06,1.0,15.96,0,5
482,318.0,1504.0,123.0,1997-01-06,1.0,24.99,0,5
483,319.0,1518.0,124.0,1997-01-06,1.0,14.96,0,5
484,320.0,1528.0,125.0,1997-01-06,1.0,10.99,0,5
485,296.0,1322.0,109.0,1997-01-08,3.0,39.09,1,7
486,300.0,1343.0,111.0,1997-01-08,1.0,12.97,1,7
487,498.0,1783.0,158.0,1997-01-08,1.0,14.37,1,7
488,503.0,1809.0,160.0,1997-01-08,2.0,31.54,1,7
489,506.0,1828.0,162.0,1997-01-08,2.0,26.14,1,7
490,526.0,1858.0,165.0,1997-01-08,2.0,24.98,1,7
491,527.0,1858.0,165.0,1997-01-08,2.0,28.74,1,7
492,528.0,1877.0,166.0,1997-01-08,3.0,49.08,1,7
493,560.0,1894.0,168.0,1997-01-08,1.0,14.37,1,7
494,561.0,1908.0,169.0,1997-01-08,2.0,25.77,1,7
495,562.0,1919.0,170.0,1997-01-08,1.0,18.99,1,7
496,569.0,1971.0,174.0,1997-01-08,1.0,18.36,1,7
497,570.0,1985.0,175.0,1997-01-08,1.0,6.79,1,7
498,298.0,1333.0,110.0,1997-11-08,2.0,29.48,44,311
499,2983.0,10814.0,1033.0,1997-11-08,1.0,21.49,44,311
500,5080.0,11283.0,1728.0,1997-11-08,2.0,33.98,44,311
501,5597.0,19259.0,1894.0,1997-11-08,2.0,23.98,44,311
502,6230.0,21381.0,2118.0,1997-11-08,3.0,34.97,44,311
503,301.0,1343.0,111.0,1998-06-04,1.0,12.58,74,519
504,2679.0,9756.0,924.0,1998-06-04,1.0,12.99,74,519
505,4103.0,14417.0,1398.0,1998-06-04,1.0,15.49,74,519
506,305.0,1377.0,114.0,1997-06-24,1.0,24.99,24,174
507,927.0,3298.0,302.0,1997-06-24,2.0,26.49,24,174
508,3313.0,11768.0,1139.0,1997-06-24,2.0,30.15,24,174
509,3873.0,13489.0,1309.0,1997-06-24,1.0,16.36,24,174
510,4753.0,16487.0,1617.0,1997-06-24,1.0,15.96,24,174
511,4953.0,17170.0,1683.0,1997-06-24,1.0,11.77,24,174
512,5017.0,17460.0,1709.0,1997-06-24,1.0,14.96,24,174
513,5137.0,17850.0,1749.0,1997-06-24,1.0,12.25,24,174
514,310.0,1393.0,116.0,1998-05-26,3.0,14.47,72,510
515,5273.0,18187.0,1786.0,1998-05-26,1.0,27.99,72,510
516,316.0,1480.0,121.0,1997-01-27,1.0,13.77,3,26
517,447.0,1739.0,154.0,1997-01-27,1.0,16.7,3,26
518,1313.0,3089.0,444.0,1997-01-27,2.0,29.98,3,26
519,1867.0,1117.0,637.0,1997-01-27,1.0,14.96,3,26
520,1868.0,2337.0,638.0,1997-01-27,2.0,9.98,3,26
521,1870.0,6797.0,640.0,1997-01-27,1.0,15.36,3,26
522,1881.0,6819.0,642.0,1997-01-27,1.0,6.79,3,26
523,1882.0,6821.0,643.0,1997-01-27,2.0,29.33,3,26
524,1889.0,6854.0,645.0,1997-01-27,1.0,14.37,3,26
525,1892.0,6869.0,646.0,1997-01-27,1.0,11.77,3,26
526,1893.0,6892.0,647.0,1997-01-27,2.0,24.74,3,26
527,1894.0,6898.0,648.0,1997-01-27,2.0,29.73,3,26
528,1899.0,6918.0,649.0,1997-01-27,1.0,13.97,3,26
529,1905.0,6931.0,650.0,1997-01-27,1.0,21.37,3,26
530,1908.0,6934.0,651.0,1997-01-27,1.0,36.99,3,26
531,1911.0,6955.0,652.0,1997-01-27,1.0,9.77,3,26
532,1912.0,6967.0,653.0,1997-01-27,2.0,28.74,3,26
533,1913.0,6983.0,654.0,1997-01-27,1.0,14.37,3,26
534,1920.0,6999.0,656.0,1997-01-27,2.0,31.52,3,26
535,1924.0,7017.0,658.0,1997-01-27,3.0,37.03,3,26
536,1925.0,7021.0,659.0,1997-01-27,2.0,28.47,3,26
537,1930.0,7037.0,661.0,1997-01-27,2.0,31.32,3,26
538,1932.0,7040.0,662.0,1997-01-27,2.0,24.74,3,26
539,1933.0,7050.0,663.0,1997-01-27,2.0,23.98,3,26
540,1934.0,7071.0,664.0,1997-01-27,2.0,23.54,3,26
541,1935.0,7093.0,665.0,1997-01-27,1.0,11.77,3,26
542,321.0,1528.0,125.0,1997-02-25,3.0,36.71,7,55
543,2258.0,8222.0,777.0,1997-02-25,1.0,22.99,7,55
544,3462.0,12357.0,1194.0,1997-02-25,1.0,11.77,7,55
545,3662.0,12952.0,1244.0,1997-02-25,2.0,39.74,7,55
546,4412.0,12929.0,1508.0,1997-02-25,2.0,23.54,7,55
547,4414.0,15112.0,1509.0,1997-02-25,1.0,13.97,7,55
548,4415.0,15460.0,1510.0,1997-02-25,2.0,21.28,7,55
549,4417.0,15499.0,1511.0,1997-02-25,1.0,9.98,7,55
550,4418.0,15499.0,1511.0,1997-02-25,2.0,27.28,7,55
551,4427.0,15520.0,1513.0,1997-02-25,1.0,12.77,7,55
552,4428.0,15535.0,1514.0,1997-02-25,1.0,19.99,7,55
553,4430.0,15560.0,1515.0,1997-02-25,1.0,14.96,7,55
554,4477.0,15572.0,1517.0,1997-02-25,2.0,30.13,7,55
555,4488.0,15586.0,1519.0,1997-02-25,2.0,11.58,7,55
556,4489.0,15599.0,1520.0,1997-02-25,1.0,14.37,7,55
557,4490.0,15622.0,1521.0,1997-02-25,2.0,26.67,7,55
558,4493.0,15648.0,1523.0,1997-02-25,1.0,14.96,7,55
559,4494.0,15664.0,1524.0,1997-02-25,1.0,36.37,7,55
560,4495.0,15674.0,1525.0,1997-02-25,2.0,23.98,7,55
561,4500.0,15681.0,1526.0,1997-02-25,1.0,11.77,7,55
562,4501.0,15696.0,1527.0,1997-02-25,1.0,14.37,7,55
563,4503.0,15711.0,1528.0,1997-02-25,1.0,11.77,7,55
564,4508.0,15725.0,1530.0,1997-02-25,1.0,14.37,7,55
565,4509.0,15739.0,1531.0,1997-02-25,2.0,27.13,7,55
566,4510.0,15743.0,1532.0,1997-02-25,1.0,11.77,7,55
567,4519.0,15760.0,1534.0,1997-02-25,1.0,11.99,7,55
568,4520.0,15765.0,1535.0,1997-02-25,2.0,31.76,7,55
569,4523.0,15780.0,1536.0,1997-02-25,1.0,9.77,7,55
570,4524.0,15793.0,1537.0,1997-02-25,1.0,30.99,7,55
571,4525.0,15813.0,1538.0,1997-02-25,3.0,37.47,7,55
572,322.0,1528.0,125.0,1998-02-13,1.0,7.49,58,408
573,1315.0,3089.0,444.0,1998-02-13,1.0,12.99,58,408
574,2290.0,8391.0,791.0,1998-02-13,1.0,22.49,58,408
575,323.0,719.0,126.0,1997-01-07,2.0,34.98,0,6
576,324.0,1463.0,127.0,1997-01-07,3.0,28.37,0,6
577,325.0,1540.0,128.0,1997-01-07,1.0,10.77,0,6
578,326.0,1544.0,129.0,1997-01-07,1.0,6.79,0,6
579,331.0,1560.0,130.0,1997-01-07,1.0,12.77,0,6
580,337.0,1568.0,132.0,1997-01-07,1.0,27.99,0,6
581,339.0,1583.0,133.0,1997-01-07,1.0,13.7,0,6
582,347.0,1585.0,134.0,1997-01-07,1.0,8.77,0,6
583,353.0,1605.0,136.0,1997-01-07,2.0,44.98,0,6
584,356.0,1618.0,137.0,1997-01-07,1.0,12.97,0,6
585,364.0,1627.0,139.0,1997-01-07,1.0,11.77,0,6
586,366.0,1631.0,140.0,1997-01-07,1.0,11.77,0,6
587,377.0,1655.0,143.0,1997-01-07,2.0,26.73,0,6
588,393.0,1663.0,145.0,1997-01-07,1.0,14.96,0,6
589,439.0,1705.0,151.0,1997-01-07,1.0,11.77,0,6
590,444.0,1712.0,152.0,1997-01-07,1.0,30.97,0,6
591,445.0,1733.0,153.0,1997-01-07,1.0,11.77,0,6
592,446.0,1739.0,154.0,1997-01-07,1.0,15.36,0,6
593,449.0,1758.0,156.0,1997-01-07,1.0,11.77,0,6
594,327.0,1544.0,129.0,1997-01-09,2.0,9.58,1,8
595,572.0,1763.0,177.0,1997-01-09,1.0,12.49,1,8
596,605.0,2005.0,180.0,1997-01-09,1.0,17.96,1,8
597,606.0,2030.0,181.0,1997-01-09,1.0,15.76,1,8
598,607.0,2049.0,182.0,1997-01-09,1.0,12.97,1,8
599,608.0,2053.0,183.0,1997-01-09,1.0,15.36,1,8
600,613.0,2071.0,184.0,1997-01-09,1.0,8.77,1,8
601,621.0,2087.0,186.0,1997-01-09,1.0,14.96,1,8
602,622.0,2099.0,187.0,1997-01-09,1.0,13.97,1,8
603,635.0,2109.0,190.0,1997-01-09,1.0,28.99,1,8
604,636.0,2127.0,191.0,1997-01-09,2.0,27.94,1,8
605,637.0,2142.0,192.0,1997-01-09,2.0,30.54,1,8
606,639.0,2180.0,194.0,1997-01-09,1.0,16.99,1,8
607,647.0,2199.0,196.0,1997-01-09,3.0,36.75,1,8
608,648.0,2202.0,197.0,1997-01-09,2.0,29.36,1,8
609,650.0,2217.0,198.0,1997-01-09,3.0,46.68,1,8
610,652.0,2235.0,199.0,1997-01-09,1.0,27.77,1,8
611,328.0,1544.0,129.0,1997-01-24,2.0,19.16,3,23
612,378.0,1655.0,143.0,1997-01-24,1.0,14.96,3,23
613,721.0,2568.0,229.0,1997-01-24,1.0,9.77,3,23
614,1622.0,5719.0,539.0,1997-01-24,1.0,6.79,3,23
615,1695.0,5922.0,559.0,1997-01-24,2.0,23.54,3,23
616,1696.0,5936.0,560.0,1997-01-24,3.0,39.3,3,23
617,1704.0,5947.0,562.0,1997-01-24,1.0,13.97,3,23
618,1707.0,5957.0,563.0,1997-01-24,3.0,42.31,3,23
619,1708.0,5972.0,564.0,1997-01-24,1.0,14.37,3,23
620,1709.0,5972.0,564.0,1997-01-24,1.0,13.97,3,23
621,1710.0,5972.0,564.0,1997-01-24,1.0,15.36,3,23
622,1721.0,6025.0,568.0,1997-01-24,1.0,9.97,3,23
623,1724.0,6044.0,569.0,1997-01-24,3.0,26.07,3,23
624,1725.0,6054.0,570.0,1997-01-24,2.0,13.58,3,23
625,1730.0,6062.0,571.0,1997-01-24,2.0,15.96,3,23
626,1742.0,6087.0,574.0,1997-01-24,2.0,26.94,3,23
627,1746.0,6102.0,576.0,1997-01-24,3.0,43.09,3,23
628,1749.0,6119.0,578.0,1997-01-24,1.0,38.99,3,23
629,1751.0,6162.0,580.0,1997-01-24,1.0,11.77,3,23
630,1752.0,6178.0,581.0,1997-01-24,1.0,20.99,3,23
631,1753.0,6178.0,581.0,1997-01-24,1.0,27.99,3,23
632,1754.0,6196.0,582.0,1997-01-24,1.0,13.97,3,23
633,1755.0,6211.0,583.0,1997-01-24,2.0,26.14,3,23
634,329.0,1544.0,129.0,1997-02-13,1.0,13.97,6,43
635,609.0,2053.0,183.0,1997-02-13,1.0,15.76,6,43
636,1883.0,6821.0,643.0,1997-02-13,1.0,18.36,6,43
637,2518.0,9019.0,858.0,1997-02-13,2.0,29.98,6,43
638,2768.0,10048.0,962.0,1997-02-13,1.0,13.97,6,43
639,3339.0,4965.0,1158.0,1997-02-13,1.0,15.96,6,43
640,3352.0,12037.0,1161.0,1997-02-13,1.0,19.99,6,43
641,3353.0,12061.0,1162.0,1997-02-13,2.0,32.72,6,43
642,3379.0,12112.0,1167.0,1997-02-13,1.0,12.97,6,43
643,3381.0,12123.0,1168.0,1997-02-13,1.0,11.77,6,43
644,3384.0,12124.0,1169.0,1997-02-13,1.0,15.96,6,43
645,3385.0,12125.0,1170.0,1997-02-13,3.0,46.52,6,43
646,3387.0,12143.0,1171.0,1997-02-13,1.0,12.97,6,43
647,3388.0,12161.0,1172.0,1997-02-13,1.0,12.49,6,43
648,3392.0,12162.0,1173.0,1997-02-13,2.0,28.74,6,43
649,3393.0,12179.0,1174.0,1997-02-13,1.0,12.49,6,43
650,3395.0,12212.0,1176.0,1997-02-13,1.0,10.97,6,43
651,3397.0,12248.0,1178.0,1997-02-13,2.0,27.94,6,43
652,3399.0,12252.0,1179.0,1997-02-13,1.0,13.97,6,43
653,3400.0,12270.0,1180.0,1997-02-13,1.0,13.97,6,43
654,3417.0,12283.0,1182.0,1997-02-13,1.0,11.99,6,43
655,3418.0,12283.0,1182.0,1997-02-13,1.0,10.77,6,43
656,330.0,1544.0,129.0,1997-03-01,1.0,11.77,8,59
657,4839.0,16745.0,1641.0,1997-03-01,1.0,18.36,8,59
658,4840.0,16761.0,1642.0,1997-03-01,3.0,37.31,8,59
659,4842.0,16790.0,1644.0,1997-03-01,1.0,12.77,8,59
660,4844.0,16799.0,1645.0,1997-03-01,1.0,17.3,8,59
661,4846.0,16810.0,1646.0,1997-03-01,2.0,36.94,8,59
662,4848.0,16814.0,1647.0,1997-03-01,3.0,33.53,8,59
663,4855.0,16830.0,1649.0,1997-03-01,2.0,33.27,8,59
664,4856.0,16845.0,1650.0,1997-03-01,2.0,25.54,8,59
665,4857.0,16862.0,1651.0,1997-03-01,1.0,12.49,8,59
666,4858.0,16871.0,1652.0,1997-03-01,1.0,8.77,8,59
667,4868.0,16898.0,1654.0,1997-03-01,1.0,20.97,8,59
668,4869.0,16910.0,1655.0,1997-03-01,1.0,15.76,8,59
669,4871.0,16942.0,1657.0,1997-03-01,1.0,15.36,8,59
670,4872.0,16948.0,1658.0,1997-03-01,2.0,44.34,8,59
671,4875.0,16957.0,1659.0,1997-03-01,1.0,21.99,8,59
672,4876.0,16975.0,1660.0,1997-03-01,2.0,35.34,8,59
673,4877.0,16992.0,1661.0,1997-03-01,2.0,22.74,8,59
674,4884.0,17007.0,1663.0,1997-03-01,1.0,12.49,8,59
675,4885.0,17020.0,1664.0,1997-03-01,2.0,30.76,8,59
676,332.0,1560.0,130.0,1997-03-15,1.0,14.37,10,73
677,1067.0,3669.0,344.0,1997-03-15,1.0,15.7,10,73
678,1195.0,4322.0,398.0,1997-03-15,1.0,29.99,10,73
679,4958.0,17172.0,1684.0,1997-03-15,1.0,25.99,10,73
680,5194.0,18012.0,1767.0,1997-03-15,1.0,29.99,10,73
681,6089.0,18819.0,2061.0,1997-03-15,1.0,14.37,10,73
682,6090.0,20876.0,2062.0,1997-03-15,3.0,38.95,10,73
683,6091.0,20888.0,2063.0,1997-03-15,3.0,45.88,10,73
684,6092.0,20900.0,2064.0,1997-03-15,1.0,13.97,10,73
685,6093.0,20913.0,2065.0,1997-03-15,2.0,38.13,10,73
686,6096.0,20947.0,2067.0,1997-03-15,3.0,21.74,10,73
687,6107.0,20970.0,2070.0,1997-03-15,1.0,19.95,10,73
688,6112.0,20992.0,2072.0,1997-03-15,3.0,48.16,10,73
689,6113.0,20994.0,2073.0,1997-03-15,2.0,22.54,10,73
690,6117.0,21001.0,2074.0,1997-03-15,1.0,15.96,10,73
691,6121.0,21002.0,2075.0,1997-03-15,2.0,23.47,10,73
692,6132.0,21008.0,2077.0,1997-03-15,1.0,10.77,10,73
693,6134.0,21022.0,2078.0,1997-03-15,2.0,41.48,10,73
694,6135.0,21042.0,2079.0,1997-03-15,1.0,15.36,10,73
695,6139.0,21054.0,2080.0,1997-03-15,2.0,29.92,10,73
696,6143.0,21066.0,2081.0,1997-03-15,4.0,24.54,10,73
697,6145.0,21071.0,2082.0,1997-03-15,1.0,14.37,10,73
698,6152.0,21088.0,2084.0,1997-03-15,1.0,11.97,10,73
699,333.0,1560.0,130.0,1997-06-19,2.0,28.74,24,169
700,3162.0,11347.0,1102.0,1997-06-19,1.0,14.99,24,169
701,4991.0,14844.0,1697.0,1997-06-19,2.0,45.33,24,169
702,334.0,1560.0,130.0,1997-07-08,1.0,14.96,26,188
703,2966.0,10634.0,1021.0,1997-07-08,1.0,29.6,26,188
704,4349.0,14689.0,1479.0,1997-07-08,1.0,14.96,26,188
705,4949.0,17163.0,1681.0,1997-07-08,1.0,11.77,26,188
706,340.0,1583.0,133.0,1997-04-09,1.0,11.77,14,98
707,3151.0,11454.0,1099.0,1997-04-09,2.0,28.34,14,98
708,3155.0,10303.0,1100.0,1997-04-09,1.0,17.7,14,98
709,3763.0,13234.0,1277.0,1997-04-09,1.0,18.99,14,98
710,4800.0,16618.0,1631.0,1997-04-09,1.0,12.49,14,98
711,341.0,1583.0,133.0,1997-07-25,1.0,15.96,29,205
712,1796.0,6381.0,599.0,1997-07-25,1.0,9.98,29,205
713,6396.0,21828.0,2166.0,1997-07-25,1.0,13.97,29,205
714,342.0,1583.0,133.0,1998-01-21,1.0,9.49,55,385
715,6771.0,23168.0,2307.0,1998-01-21,1.0,11.88,55,385
716,343.0,1583.0,133.0,1998-03-05,1.0,11.49,61,428
717,2109.0,7561.0,717.0,1998-03-05,1.0,15.49,61,428
718,3163.0,11347.0,1102.0,1998-03-05,1.0,12.99,61,428
719,3401.0,12270.0,1180.0,1998-03-05,2.0,28.98,61,428
720,4231.0,14810.0,1439.0,1998-03-05,4.0,40.46,61,428
721,5297.0,18235.0,1792.0,1998-03-05,3.0,43.86,61,428
722,344.0,1583.0,133.0,1998-03-25,1.0,12.99,64,448
723,2574.0,9258.0,880.0,1998-03-25,1.0,12.99,64,448
724,5469.0,17625.0,1858.0,1998-03-25,1.0,13.99,64,448
725,345.0,1583.0,133.0,1998-06-03,1.0,12.58,74,518
726,4355.0,15189.0,1482.0,1998-06-03,1.0,37.99,74,518
727,6567.0,22493.0,2234.0,1998-06-03,2.0,28.98,74,518
728,346.0,1583.0,133.0,1998-06-09,1.0,9.99,74,524
729,505.0,1825.0,161.0,1998-06-09,1.0,14.49,74,524
730,3464.0,12357.0,1194.0,1998-06-09,2.0,20.98,74,524
731,4762.0,16521.0,1621.0,1998-06-09,2.0,29.98,74,524
732,348.0,1585.0,134.0,1998-05-25,1.0,15.99,72,509
733,355.0,1605.0,136.0,1997-02-28,1.0,26.99,8,58
734,660.0,2272.0,202.0,1997-02-28,1.0,12.49,8,58
735,1539.0,5439.0,511.0,1997-02-28,1.0,14.96,8,58
736,1884.0,6821.0,643.0,1997-02-28,3.0,28.14,8,58
737,3223.0,11679.0,1124.0,1997-02-28,1.0,11.77,8,58
738,3390.0,12161.0,1172.0,1997-02-28,1.0,14.96,8,58
739,4087.0,14093.0,1391.0,1997-02-28,2.0,21.74,8,58
740,4726.0,4762.0,1609.0,1997-02-28,1.0,12.77,8,58
741,4728.0,14698.0,1610.0,1997-02-28,3.0,28.52,8,58
742,4729.0,16329.0,1611.0,1997-02-28,1.0,19.99,8,58
743,4733.0,16362.0,1612.0,1997-02-28,1.0,13.97,8,58
744,4752.0,16487.0,1617.0,1997-02-28,1.0,12.9,8,58
745,4756.0,16507.0,1619.0,1997-02-28,2.0,19.96,8,58
746,4757.0,16514.0,1620.0,1997-02-28,1.0,11.77,8,58
747,4759.0,16521.0,1621.0,1997-02-28,1.0,26.77,8,58
748,4760.0,16521.0,1621.0,1997-02-28,1.0,13.99,8,58
749,4763.0,16525.0,1622.0,1997-02-28,3.0,37.51,8,58
750,4772.0,16571.0,1625.0,1997-02-28,2.0,35.78,8,58
751,4773.0,16588.0,1626.0,1997-02-28,1.0,11.77,8,58
752,4793.0,16613.0,1629.0,1997-02-28,1.0,14.37,8,58
753,4795.0,16614.0,1630.0,1997-02-28,2.0,28.93,8,58
754,4799.0,16618.0,1631.0,1997-02-28,1.0,5.99,8,58
755,4801.0,16646.0,1632.0,1997-02-28,1.0,11.77,8,58
756,4817.0,16662.0,1634.0,1997-02-28,2.0,23.74,8,58
757,4819.0,16693.0,1636.0,1997-02-28,1.0,7.98,8,58
758,4820.0,16713.0,1637.0,1997-02-28,1.0,13.97,8,58
759,4821.0,16727.0,1638.0,1997-02-28,1.0,10.77,8,58
760,365.0,1627.0,139.0,1997-01-22,2.0,29.33,3,21
761,394.0,1663.0,145.0,1997-01-22,1.0,14.96,3,21
762,507.0,1828.0,162.0,1997-01-22,3.0,46.28,3,21
763,1501.0,3438.0,504.0,1997-01-22,2.0,37.98,3,21
764,1512.0,5418.0,508.0,1997-01-22,2.0,18.75,3,21
765,1537.0,5433.0,510.0,1997-01-22,1.0,13.97,3,21
766,1538.0,5439.0,511.0,1997-01-22,4.0,44.74,3,21
767,1541.0,5461.0,513.0,1997-01-22,1.0,11.97,3,21
768,1543.0,5467.0,514.0,1997-01-22,2.0,35.76,3,21
769,1544.0,5502.0,515.0,1997-01-22,1.0,11.77,3,21
770,1545.0,5519.0,516.0,1997-01-22,1.0,11.7,3,21
771,1555.0,5533.0,518.0,1997-01-22,1.0,14.77,3,21
772,1556.0,5554.0,519.0,1997-01-22,1.0,14.96,3,21
773,1559.0,5558.0,520.0,1997-01-22,2.0,34.98,3,21
774,1576.0,5579.0,522.0,1997-01-22,2.0,28.13,3,21
775,1577.0,5595.0,523.0,1997-01-22,1.0,12.49,3,21
776,1580.0,5597.0,524.0,1997-01-22,2.0,30.36,3,21
777,1581.0,5615.0,525.0,1997-01-22,3.0,43.7,3,21
778,1589.0,5633.0,527.0,1997-01-22,1.0,12.49,3,21
779,1590.0,5645.0,528.0,1997-01-22,1.0,17.9,3,21
780,379.0,1655.0,143.0,1997-07-26,1.0,15.36,29,206
781,5681.0,19392.0,1906.0,1997-07-26,2.0,27.93,29,206
782,6200.0,21224.0,2104.0,1997-07-26,3.0,48.91,29,206
783,395.0,1663.0,145.0,1997-09-14,1.0,22.99,36,256
784,3870.0,13480.0,1307.0,1997-09-14,3.0,36.97,36,256
785,441.0,1705.0,151.0,1997-07-14,1.0,14.79,27,194
786,6666.0,22867.0,2270.0,1997-07-14,1.0,14.96,27,194
787,443.0,1705.0,151.0,1997-09-11,1.0,14.37,36,253
788,3177.0,11521.0,1109.0,1997-09-11,2.0,27.98,36,253
789,3907.0,13709.0,1328.0,1997-09-11,1.0,23.49,36,253
790,6761.0,23163.0,2305.0,1997-09-11,2.0,27.98,36,253
791,450.0,1758.0,156.0,1997-02-21,2.0,34.32,7,51
792,1096.0,3965.0,363.0,1997-02-21,1.0,9.77,7,51
793,1191.0,4316.0,397.0,1997-02-21,1.0,16.96,7,51
794,3780.0,13350.0,1286.0,1997-02-21,1.0,11.77,7,51
795,4086.0,14093.0,1391.0,1997-02-21,2.0,21.56,7,51
796,4094.0,14353.0,1393.0,1997-02-21,1.0,24.37,7,51
